119.5  0.7 0.24
120 0.675 0.215
120.5 0.65 0.19
121 0.625 0.165
121.5 0.649954 0.189954
122 0.725046 0.164954
122.5 0.750046 0.139954
123 0.750046 0.139954
123.5 0.800046 0.190046
124 0.800046 0.139954
124.5  0.7 0.24
125 0.675 0.265
125.5 0.699954 0.139954
126 0.625 0.265
126.5  0.7 0.19
127 0.649954 0.139954
127.5 0.575 0.265
128 0.599954 0.139954
128.5 0.525 0.265
129  0.5 0.29
129.5 0.475 0.315
130 0.45 0.34
130.5 0.425 0.365
131  0.4 0.39
131.5 0.375 0.415
132 0.35 0.44
132.5 0.425 0.365
133 0.325 0.465
133.5  0.3 0.49
134 0.275 0.515
134.5 0.25 0.54
135 0.225 0.565
135.5  0.2 0.59
136 0.175 0.615
136.5 0.25 0.54
137 0.15 0.64
137.5 0.174954 0.615046
138 0.149954 0.640046
138.5 0.124954 0.665046
139 0.25 0.74
139.5 0.124954 0.715046
140 0.25 0.79
140.5 0.149954 0.689954
141 0.200046 0.639954
141.5 0.149954 0.639954
142 0.200046 0.690046
142.5 0.124954 0.614954
143 0.25 0.74
143.5 0.149954 0.639954
144 0.175046 0.665046
144.5 0.175 0.665
145 0.149954 0.690046
145.5 0.175046 0.664954
146 0.162454 0.677546
146.5 0.15 0.69
147 0.200046 0.740046
147.5 0.149954 0.689954
148 0.175046 0.715046
148.5 0.124954 0.664954
149 0.25 0.79
149.5 0.149954 0.689954
150 0.175046 0.715046
150.5 0.124954 0.664954
151 0.25 0.59
151.5 0.149954 0.639954
152 0.175046 0.665046
152.5 0.124954 0.614954
153 0.25 0.74
153.5 0.149954 0.639954
154 0.175046 0.665046
154.5 0.175 0.665
155 0.149954 0.690046
155.5 0.175046 0.664954
156 0.149954 0.690046
156.5 0.25 0.59
157 0.149954 0.639954
157.5 0.175046 0.665046
158 0.149954 0.639954
158.5 0.15 0.64
159 0.200046 0.690046
159.5 0.149954 0.690046
160 0.200046 0.740046
160.5 0.124954 0.664954
161 0.25 0.79
161.5 0.149954 0.689954
162 0.200046 0.639954
162.5 0.175 0.665
163 0.149954 0.690046
163.5 0.200046 0.740046
164 0.149954 0.740046
164.5 0.25 0.84
165 0.149954 0.739954
165.5 0.175046 0.765046
166 0.162454 0.752454
166.5 0.15 0.74
167 0.200046 0.790046
167.5 0.149954 0.739954
168 0.175046 0.765046
168.5 0.124954 0.815046
169 0.200046 0.840046
169.5 0.149954 0.789954
170 0.175046 0.815046
170.5 0.175 0.815
171 0.149954 0.789954
171.5 0.25 0.69
172 0.149954 0.739954
172.5 0.25 0.64
173 0.149954 0.689954
173.5 0.25 0.59
174 0.149954 0.639954
174.5 0.15 0.64
175 0.200046 0.690046
175.5 0.275 0.565
176 0.149954 0.690046
176.5 0.275 0.565
177 0.149954 0.589954
177.5 0.275 0.515
178 0.149954 0.539954
178.5 0.175 0.565
179 0.275 0.665
179.5 0.149954 0.640046
180 0.275 0.715
180.5 0.149954 0.690046
181 0.275 0.765
181.5 0.149954 0.639954
182 0.275 0.765
182.5  0.2 0.69
183 0.149954 0.740046
183.5 0.275 0.815
184 0.149954 0.689954
184.5 0.275 0.615
185 0.149954 0.639954
185.5 0.275 0.565
186 0.149954 0.589954
186.5 0.175 0.615
187 0.275 0.715
187.5 0.149954 0.690046
188 0.275 0.765
188.5 0.149954 0.639954
189 0.275 0.565
189.5 0.149954 0.589954
190 0.275 0.715
190.5  0.2 0.64
191 0.149954 0.690046
191.5 0.275 0.765
192 0.149954 0.740046
192.5 0.275 0.615
193 0.149954 0.639954
193.5 0.275 0.565
194  0.3 0.54
194.5 0.225 0.615
195 0.174954 0.665046
195.5 0.149954 0.690046
196 0.275 0.765
196.5 0.149954 0.639954
197 0.275 0.565
197.5 0.149954 0.589954
198 0.275 0.515
198.5  0.2 0.59
199 0.149954 0.640046
199.5 0.275 0.715
200 0.149954 0.690046
200.5 0.175 0.665
201 0.275 0.765
201.5 0.149954 0.740046
202 0.275 0.815
202.5 0.149954 0.790046
203 0.149954 0.790046
203.5 0.200046 0.840046
204 0.149954 0.840046
204.5 0.25 0.74
205 0.275 0.715
205.5  0.2 0.79
206 0.149954 0.739954
206.5 0.275 0.665
207  0.3 0.64
207.5 0.325 0.615
208 0.35 0.59
208.5 0.375 0.565
209  0.4 0.54
209.5 0.425 0.515
210 0.25 0.49
210.5 0.325 0.565
211 0.225 0.665
211.5  0.2 0.69
212 0.175 0.515
212.5 0.35 0.49
213 0.375 0.465
213.5  0.4 0.44
214 0.274954 0.464954
214.5  0.3 0.49
215  0.2 0.59
215.5 0.175 0.615
216 0.199954 0.590046
216.5 0.225 0.565
217 0.325 0.665
217.5 0.35 0.69
218 0.375 0.515
218.5  0.3 0.59
219  0.2 0.69
219.5 0.175 0.715
220 0.300046 0.690046
220.5 0.375 0.565
221  0.4 0.54
221.5 0.425 0.515
222 0.25 0.69
222.5 0.325 0.615
223 0.274954 0.665046
223.5  0.4 0.54
224 0.225 0.715
224.5  0.4 0.54
225 0.425 0.515
225.5 0.45 0.49
226 0.475 0.465
226.5  0.4 0.54
227  0.3 0.64
227.5 0.275 0.665
228 0.25 0.69
228.5 0.425 0.515
229 0.45 0.49
229.5 0.475 0.465
230  0.5 0.44
230.5 0.425 0.515
231 0.325 0.415
231.5  0.5 0.39
232 0.525 0.365
232.5 0.55 0.34
233 0.575 0.315
233.5  0.6 0.29
234 0.625 0.265
234.5 0.65 0.24
235 0.675 0.215
235.5  0.7 0.19
236 0.725 0.165
236.5 0.75 0.14
237 0.725046 0.164954
237.5 0.750046 0.139954
238 0.825 0.265
238.5 0.75 0.19
239 0.800046 0.139954
239.5 0.825046 0.215046
240 0.825046 0.164954
240.5 0.875046 0.215046
241 0.799954 0.139954
241.5 0.850046 0.190046
242 0.824954 0.164954
242.5 0.825 0.165
243 0.774954 0.215046
243.5 0.825046 0.164954
244 0.799954 0.190046
244.5 0.850046 0.139954
245 0.725 0.265
245.5 0.825046 0.164954
246 0.799954 0.190046
246.5  0.8 0.19
247 0.825046 0.164954
247.5 0.799954 0.190046
248 0.825046 0.164954
248.5 0.725 0.265
249 0.825046 0.164954
249.5 0.799954 0.190046
250 0.825046 0.164954
250.5 0.825 0.165
251 0.774954 0.215046
251.5 0.774954 0.164954
252 0.724954 0.215046
252.5 0.699954 0.139954
253 0.625 0.265
253.5 0.649954 0.139954
254 0.575 0.265
254.5 0.65 0.19
255 0.624954 0.164954
255.5 0.574954 0.215046
256 0.574954 0.164954
256.5 0.475 0.265
257 0.524954 0.164954
257.5 0.499954 0.190046
258 0.525046 0.164954
258.5 0.525 0.165
259 0.625 0.265
259.5 0.65 0.29
260 0.524954 0.164954
260.5 0.499954 0.139954
261 0.625 0.265
261.5 0.524954 0.164954
262 0.575046 0.215046
262.5 0.55 0.19
263 0.65 0.29
263.5 0.675 0.315
264  0.7 0.34
264.5 0.525 0.165
265 0.549954 0.189954
265.5 0.524954 0.164954
266 0.524954 0.164954
266.5 0.525 0.165
267 0.625 0.265
267.5 0.65 0.29
268 0.675 0.315
268.5  0.7 0.14
269 0.675046 0.164954
269.5 0.675046 0.164954
270 0.775 0.265
270.5  0.7 0.19
271  0.8 0.29
271.5 0.775046 0.164954
272 0.85 0.29
272.5 0.875 0.115
273 0.850046 0.139954
273.5 0.850046 0.190046
274 0.799954 0.240046
274.5 0.825 0.215
275 0.837546 0.202454
275.5 0.85 0.19
276 0.75 0.29
276.5 0.875046 0.164954
277 0.75 0.29
277.5 0.850046 0.189954
278 0.799954 0.240046
278.5 0.825 0.215
279 0.837546 0.202454
279.5 0.85 0.19
280 0.75 0.29
280.5 0.875046 0.164954
281 0.75 0.29
281.5 0.850046 0.189954
282 0.75 0.29
282.5 0.825 0.215
283 0.725 0.315
283.5 0.850046 0.290046
284 0.725 0.365
284.5 0.850046 0.340046
285 0.850046 0.340046
285.5 0.75 0.24
286 0.850046 0.340046
286.5 0.85 0.34
287 0.75 0.24
287.5 0.725 0.415
288 0.825046 0.365046
288.5 0.725 0.265
289 0.825046 0.314954
289.5 0.725 0.215
290 0.825046 0.264954
290.5 0.825 0.265
291 0.725 0.165
291.5 0.825046 0.214954
292 0.799954 0.189954
292.5 0.850046 0.139954
293 0.725 0.265
293.5 0.825046 0.164954
294 0.725 0.265
294.5  0.8 0.19
295 0.825046 0.215046
295.5 0.799954 0.189954
296 0.825046 0.215046
296.5 0.725 0.115
297 0.850046 0.139954
297.5 0.725 0.265
298 0.825046 0.164954
298.5 0.825 0.165
299 0.725 0.265
299.5 0.825046 0.215046
300 0.799954 0.189954
300.5 0.850046 0.240046
301 0.725 0.315
301.5  0.8 0.24
302 0.825046 0.265046
302.5 0.825 0.265
303 0.725 0.365
303.5  0.7 0.39
304 0.675 0.415
304.5 0.65 0.44
305 0.625 0.465
305.5  0.6 0.49
306 0.575 0.515
306.5 0.65 0.44
307 0.55 0.54
307.5 0.525 0.565
308  0.5 0.59
308.5 0.475 0.615
309 0.45 0.64
309.5 0.425 0.665
310  0.4 0.69
310.5 0.475 0.615
311 0.375 0.715
311.5 0.35 0.74
312 0.325 0.765
312.5  0.3 0.79
313 0.275 0.815
313.5 0.25 0.84
314 0.274954 0.815046
314.5  0.3 0.79
315 0.249954 0.840046
315.5 0.175 0.715
316 0.199954 0.840046
316.5 0.125 0.715
317 0.149954 0.840046
317.5 0.275 0.715
318 0.149954 0.840046
318.5 0.175 0.815
319 0.225046 0.764954
319.5 0.149954 0.840046
320 0.275 0.715
320.5 0.149954 0.840046
321 0.275 0.715
321.5 0.174954 0.815046
322 0.200046 0.789954
322.5  0.2 0.79
323 0.174954 0.815046
323.5 0.225046 0.764954
324 0.174954 0.815046
324.5 0.275 0.715
325 0.174954 0.764954
325.5 0.275 0.665
326 0.149954 0.689954
326.5 0.175 0.715
327 0.275 0.815
327.5  0.3 0.64
328 0.174954 0.765046
328.5  0.1 0.64
329 0.275 0.615
329.5 0.149954 0.740046
330 0.275 0.615
330.5  0.2 0.69
331  0.3 0.79
331.5 0.174954 0.765046
332  0.3 0.64
332.5 0.125 0.615
333 0.149954 0.740046
333.5 0.275 0.615
334 0.149954 0.740046
334.5 0.175 0.715
335 0.275 0.815
335.5  0.3 0.64
336 0.174954 0.765046
336.5  0.1 0.64
337 0.275 0.615
337.5 0.149954 0.740046
338 0.275 0.615
338.5  0.2 0.69
339  0.3 0.79
339.5 0.174954 0.765046
340  0.3 0.64
340.5 0.125 0.615
341 0.149954 0.740046
341.5 0.275 0.615
342 0.149954 0.740046
342.5 0.175 0.715
343 0.275 0.815
343.5  0.3 0.64
344 0.174954 0.765046
344.5  0.1 0.64
345 0.275 0.615
345.5 0.149954 0.639954
346 0.275 0.765
346.5  0.2 0.69
347  0.3 0.79
347.5 0.174954 0.765046
348  0.3 0.64
348.5 0.125 0.615
349  0.3 0.59
349.5 0.174954 0.715046
350  0.3 0.59
350.5 0.225 0.665
351 0.174954 0.715046
351.5 0.149954 0.740046
352 0.275 0.615
352.5 0.149954 0.639954
353 0.275 0.565
353.5 0.149954 0.589954
354 0.275 0.515
354.5  0.2 0.59
355 0.174954 0.615046
355.5 0.275 0.715
356 0.174954 0.665046
356.5 0.275 0.565
357 0.149954 0.589954
357.5 0.275 0.515
358 0.149954 0.539954
358.5 0.175 0.565
359 0.275 0.665
359.5 0.174954 0.615046
360 0.275 0.715
360.5 0.149954 0.589954
361 0.275 0.515
361.5 0.149954 0.539954
362 0.275 0.465
362.5  0.2 0.54
363 0.149954 0.590046
363.5 0.275 0.665
364 0.174954 0.615046
364.5 0.275 0.515
365 0.149954 0.640046
365.5 0.275 0.515
366 0.149954 0.640046
366.5 0.175 0.615
367 0.275 0.715
367.5  0.3 0.74
368 0.325 0.765
368.5 0.35 0.79
369 0.375 0.815
369.5  0.2 0.84
370 0.375 0.665
370.5  0.3 0.74
371 0.350046 0.689954
371.5 0.225 0.815
372 0.350046 0.689954
372.5 0.425 0.615
373 0.45 0.79
373.5 0.475 0.815
374  0.5 0.84
374.5 0.425 0.765
375 0.374954 0.815046
375.5 0.450046 0.840046
376 0.450046 0.840046
376.5 0.55 0.74
377 0.500046 0.840046
377.5  0.6 0.74
378 0.550046 0.840046
378.5 0.55 0.84
379 0.600046 0.789954
379.5 0.600046 0.840046
380 0.625046 0.814954
380.5 0.675046 0.865046
381 0.75 0.74
381.5 0.700046 0.840046
382  0.8 0.74
382.5 0.725 0.815
383 0.750046 0.840046
383.5 0.800046 0.789954
384 0.800046 0.840046
384.5 0.850046 0.789954
385 0.850046 0.840046
385.5 0.824954 0.814954
386 0.837546 0.827546
386.5 0.85 0.84
387 0.799954 0.789954
387.5 0.850046 0.840046
388 0.799954 0.789954
388.5 0.875046 0.865046
389 0.75 0.74
389.5 0.850046 0.840046
390 0.799954 0.789954
390.5 0.825 0.815
391 0.799954 0.840046
391.5 0.825046 0.814954
392 0.799954 0.840046
392.5 0.850046 0.789954
393 0.850046 0.840046
393.5 0.799954 0.789954
394 0.850046 0.840046
394.5 0.85 0.84
395 0.75 0.74
395.5 0.799954 0.840046
396 0.825046 0.814954
396.5 0.774954 0.865046
397 0.850046 0.789954
397.5 0.799954 0.840046
398 0.825046 0.814954
398.5 0.825 0.815
399 0.799954 0.840046
399.5 0.825046 0.814954
400 0.799954 0.840046
400.5  0.8 0.84
401 0.825046 0.814954
401.5 0.812454 0.827546
402  0.8 0.84
402.5  0.8 0.84
403  0.7 0.74
403.5 0.749954 0.840046
404 0.65 0.74
404.5 0.674954 0.865046
405  0.6 0.74
405.5 0.662454 0.827546
406 0.55 0.74
406.5 0.625 0.815
407 0.599954 0.840046
407.5  0.5 0.74
408 0.475 0.715
408.5 0.45 0.89
409 0.425 0.715
409.5  0.4 0.69
410 0.375 0.665
410.5 0.45 0.74
411 0.35 0.64
411.5 0.325 0.615
412  0.3 0.79
412.5 0.275 0.615
413 0.25 0.59
413.5 0.225 0.565
414  0.2 0.54
