0,0.041361,7.38591,16.1,12.1
0,0.0585611,7.38312,16.1,12.3
0,0.0838044,7.37827,16.1,12.5
0,0.118496,7.37027,16.1,12.7
0,0.16312,7.35774,16.1,12.9
0,0.216755,7.33887,16.1,13.1
0,0.276671,7.31111,16.1,13.3
0,0.338052,7.27042,16.1,13.5
0,0.393903,7.2103,16.1,13.7
0,0.435123,7.12116,16.1,13.9
0,0.450758,6.99094,16.1,14.1
0,0.428412,6.80823,16.1,14.3
0,0.354918,6.56767,16.1,14.5
0,0.217395,6.27605,16.1,14.7
0,0.00491715,5.95528,16.1,14.9
0,-0.289053,5.63862,16.1,15.1
0,-0.663505,5.35838,16.1,15.3
0,-1.10642,5.12872,16.1,15.5
0,-1.59189,4.93109,16.1,15.7
0,-2.07909,4.71224,16.1,15.9
0,0.0542268,7.38246,16.3,12.1
24.8852,0.0745678,7.37697,16.3,12.3
25.2423,0.105926,7.36752,16.3,12.5
25.7552,0.150609,7.35213,16.3,12.7
26.44,0.209682,7.32839,16.3,12.9
27.2898,0.282282,7.29352,16.3,13.1
28.2656,0.365064,7.2442,16.3,13.3
29.2881,0.451876,7.17567,16.3,13.5
30.2317,0.533725,7.08037,16.3,13.7
30.9208,0.599034,6.94656,16.3,13.9
31.1333,0.634132,6.75862,16.3,14.1
30.6134,0.623946,6.5007,16.3,14.3
29.0983,0.552905,6.16428,16.3,14.5
26.3575,0.40617,5.75746,16.3,14.7
22.2372,0.171385,5.31114,16.3,14.9
16.6959,-0.158847,4.87598,16.3,15.1
9.8226,-0.583751,4.50742,16.3,15.3
1.83434,-1.09078,4.2422,16.3,15.5
-6.93569,-1.65245,4.07629,16.3,15.7
-16.042,-2.22495,3.95714,16.3,15.9
0,0.0691828,7.37576,16.5,12.1
25.1002,0.0906944,7.36557,16.5,12.3
25.5034,0.126705,7.34834,16.5,12.5
26.1138,0.180875,7.32057,16.5,12.7
26.9589,0.255237,7.2782,16.5,12.9
28.0354,0.349225,7.21707,16.5,13.1
29.2978,0.458922,7.13305,16.5,13.3
30.6488,0.576675,7.02145,16.5,13.5
31.9325,0.691159,6.87512,16.5,13.7
32.9315,0.787882,6.6821,16.5,13.9
33.3711,0.850046,6.42485,16.5,14.1
32.9368,0.859629,6.08372,16.5,14.3
31.3095,0.798632,5.64623,16.5,14.5
28.2181,0.650531,5.12004,16.5,14.7
23.4978,0.4021,4.54314,16.5,14.9
17.1364,0.0458197,3.98299,16.5,15.1
9.28989,-0.417042,3.51964,16.5,15.3
0.264733,-0.972934,3.2157,16.5,15.5
-9.51762,-1.59285,3.0857,16.5,15.7
-19.5467,-2.23073,3.08088,16.5,15.9
0,0.0868152,7.36301,16.7,12.1
25.3106,0.105598,7.34519,16.7,12.3
25.7065,0.142683,7.31571,16.7,12.5
26.3667,0.203692,7.2688,16.7,12.7
27.3357,0.292161,7.19795,16.7,12.9
28.6178,0.408197,7.0969,16.7,13.1
30.1632,0.547461,6.96081,16.7,13.3
31.8577,0.700693,6.78611,16.7,13.5
33.5163,0.853917,6.5686,16.7,13.7
34.8811,0.989289,6.29968,16.7,13.9
34.4389,1.08644,5.96362,16.7,14.1
33.6395,1.12408,5.53953,16.7,14.3
32.0492,1.08172,5.01118,16.7,14.5
28.9257,0.941409,4.38322,16.7,14.7
24.1189,0.689596,3.69624,16.7,14.9
17.6656,0.319396,3.02978,16.7,15.1
9.80109,-0.166675,2.48525,16.7,15.3
0.920381,-0.753561,2.15082,16.7,15.5
-8.49208,-1.41077,2.06202,16.7,15.7
-17.9224,-2.09082,2.17801,16.7,15.9
0,0.108815,7.33917,16.9,12.1
25.3211,0.118507,7.3096,16.9,12.3
25.5719,0.150315,7.26216,16.9,12.5
26.1039,0.212595,7.18804,16.9,12.7
26.976,0.311097,7.07728,16.9,12.9
28.2013,0.447135,6.92074,16.9,13.1
29.7328,0.616218,6.71262,16.9,13.3
31.4548,0.80747,6.45182,16.9,13.5
33.1796,1.00401,6.14021,16.9,13.7
33.9133,1.18422,5.77762,16.9,13.9
33.047,1.32372,5.35599,16.9,14.1
31.9705,1.39763,4.85811,16.9,14.3
30.4793,1.38286,4.26586,16.9,14.5
27.5688,1.26019,3.57836,16.9,14.7
23.1144,1.0162,2.83204,16.9,14.9
17.1988,0.645297,2.10924,16.9,15.1
10.1237,0.1519,1.52389,16.9,15.3
2.35228,-0.447006,1.18408,16.9,15.5
-5.59673,-1.11953,1.14557,16.9,15.7
-13.2481,-1.81763,1.3796,16.9,15.9
0,0.138699,7.29532,17.1,12.1
25.12,0.130164,7.24849,17.1,12.3
25.1103,0.147144,7.17639,17.1,12.5
25.3484,0.201665,7.0667,17.1,12.7
25.8988,0.302565,6.90512,17.1,12.9
26.7789,0.453043,6.67865,17.1,13.1
27.948,0.648857,6.38016,17.1,13.3
29.3042,0.877618,6.01185,17.1,13.5
30.6861,1.11937,5.58476,17.1,13.7
31.8732,1.34842,5.11266,17.1,13.9
31.1826,1.53599,4.60236,17.1,14.1
29.8473,1.65329,4.0472,17.1,14.3
28.3112,1.6745,3.43112,17.1,14.5
25.6924,1.57922,2.74626,17.1,14.7
21.6838,1.35448,2.01721,17.1,14.9
16.376,0.996386,1.31658,17.1,15.1
10.0965,0.511713,0.756852,17.1,15.3
3.34719,-0.0803957,0.454767,17.1,15.5
-3.32331,-0.746863,0.481345,17.1,15.7
-9.45216,-1.43994,0.822345,17.1,15.9
0,0.182436,7.21662,17.3,12.1
24.8962,0.14386,7.14528,17.3,12.3
24.5663,0.133307,7.04128,17.3,12.5
24.4481,0.167525,6.88877,17.3,12.7
24.6135,0.259422,6.66879,17.3,12.9
25.0842,0.414857,6.3637,17.3,13.1
25.824,0.630334,5.96419,17.3,13.3
26.7435,0.892154,5.47582,17.3,13.5
27.7101,1.17727,4.92069,17.3,13.7
28.5522,1.4557,4.33086,17.3,13.9
28.8851,1.69407,3.73475,17.3,14.1
27.3252,1.85954,3.1437,17.3,14.3
25.7023,1.92343,2.54923,17.3,14.5
23.5096,1.86422,1.93707,17.3,14.7
20.1156,1.66952,1.31355,17.3,14.9
15.5776,1.3373,0.728533,17.3,15.1
10.1966,0.876822,0.276493,17.3,15.3
4.46632,0.309315,0.0675705,17.3,15.5
-1.0597,-0.331356,0.178785,17.3,15.7
-5.92179,-0.998637,0.610006,17.3,15.9
0,0.248615,7.08029,17.5,12.1
24.6289,0.166192,6.97526,17.5,12.3
23.9045,0.112971,6.83191,17.5,12.5
23.3608,0.111506,6.63192,17.5,12.7
23.083,0.179763,6.35211,17.5,12.9
23.0993,0.327031,5.9699,17.5,13.1
23.3768,0.551057,5.47283,17.5,13.3
23.8347,0.837091,4.8687,17.5,13.5
